City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
293,Bubaque,GW,11.2833,-15.8333,78.37,86,100,16.8,moderate rain
294,Makinsk,KZ,52.6292,70.4169,63.16,62,1,6.15,clear sky
295,Ahipara,NZ,-35.1667,173.1667,57.63,67,100,13.24,overcast clouds
296,Najran,SA,17.4924,44.1277,84.85,42,100,6.69,overcast clouds
297,Guilin,CN,25.2819,110.2864,86.11,68,0,5.82,clear sky
298,Antas,PT,41.7364,-8.3089,59.02,50,0,5.66,clear sky
299,Bardiyah,LY,31.7561,25.0865,75.36,77,0,11.81,clear sky
300,Ippy,CF,6.2679,21.2247,66.29,99,100,0.63,overcast clouds
301,Mazamari,PE,-11.3258,-74.5308,72.81,75,55,1.54,broken clouds
302,Sao Filipe,CV,14.8961,-24.4956,74.52,83,56,1.19,broken clouds
303,Xichang,CN,27.8964,102.2634,65.66,95,100,1.12,overcast clouds
304,San Vicente,AR,-26.6167,-54.1333,60.46,86,56,3.29,broken clouds
305,Shatsk,RU,54.0258,41.7119,57.51,95,14,7.81,few clouds
306,Gisborne,NZ,-38.6533,178.0042,52.43,66,100,7.49,overcast clouds
307,San Severo,IT,41.6897,15.376,71.2,39,0,4.09,clear sky
308,Kenai,US,60.5544,-151.2583,60.89,64,0,16.11,clear sky
309,Tura,IN,25.5198,90.2201,80.82,82,100,2.21,overcast clouds
310,Mahebourg,MU,-20.4081,57.7,68.29,88,40,10.36,scattered clouds
311,Saskylakh,RU,71.9167,114.0833,58.5,52,98,7.29,overcast clouds
312,Ilhabela,BR,-23.7781,-45.3581,66.29,75,38,4.14,scattered clouds
313,Pyinmana,MM,19.7333,96.2167,80.04,81,88,5.59,overcast clouds
314,Laguna,US,38.421,-121.4238,100.4,22,0,16.11,clear sky
315,Tomigusuku,JP,26.185,127.675,87.93,84,75,12.66,broken clouds
316,San Andres,CO,12.5847,-81.7006,82.42,83,100,6.91,overcast clouds
317,Abu Samrah,SY,35.3029,37.1841,72.52,56,0,6.87,clear sky
318,Ariquemes,BR,-9.9133,-63.0408,78.53,56,60,0.4,broken clouds
319,Shenjiamen,CN,29.9576,122.298,83.23,80,68,8.23,broken clouds
320,Sungurlare,BG,42.7667,26.7833,74.57,44,0,4.03,clear sky
321,Luba,GQ,3.4568,8.5547,73.29,90,100,12.15,moderate rain
322,Faanui,PF,-16.4833,-151.75,78.6,75,11,11.48,few clouds
323,Kundiawa,PG,-6.0167,144.9667,80.29,42,8,2.73,clear sky
324,Hat Yai,TH,7.0084,100.4767,78.98,94,75,0.0,broken clouds
325,San Miguel De Cauri,PE,-10.1,-76.5833,40.37,87,75,0.13,broken clouds
326,Makarov,RU,48.6333,142.8,57.56,98,100,3.96,overcast clouds
327,Washougal,US,45.5826,-122.3534,78.66,56,0,5.99,clear sky
328,Yulara,AU,-25.2406,130.9889,70.72,24,5,7.65,clear sky
329,Esperance,AU,-33.8667,121.9,61.2,61,3,20.54,clear sky
330,Akureyri,IS,65.6835,-18.0878,48.13,93,100,4.61,overcast clouds
331,Polson,US,47.6936,-114.1632,67.62,56,4,2.93,clear sky
332,Zacatepec,MX,18.65,-99.2,70.97,85,98,6.73,overcast clouds
333,Minot,US,48.2325,-101.2963,82.62,57,0,6.91,clear sky
334,Dinskaya,RU,45.2178,39.2283,66.15,89,50,9.48,light rain
335,Lorengau,PG,-2.0226,147.2712,84.9,72,28,11.07,scattered clouds
336,Tadine,NC,-21.55,167.8833,75.15,88,100,17.74,overcast clouds
337,Bacolod,PH,10.6667,122.95,84.31,76,94,3.24,overcast clouds
338,Ciudad Bolivar,VE,8.1222,-63.5497,79.86,71,86,9.82,overcast clouds
339,Arlit,NE,18.7369,7.3853,89.28,41,85,15.43,overcast clouds
340,Sambava,MG,-14.2667,50.1667,67.41,87,84,9.6,light rain
341,Pahrump,US,36.2083,-115.9839,104.25,13,47,8.01,scattered clouds
342,Talcahuano,CL,-36.7167,-73.1167,51.48,100,100,4.61,light intensity drizzle
343,Yar-Sale,RU,66.8333,70.8333,45.43,93,100,13.4,overcast clouds
344,Aquiraz,BR,-3.9014,-38.3911,80.69,84,95,12.66,overcast clouds
